REGION,FUEL,TIMESLICE,YEAR,VALUE
PHLLU,ELCPHLLU,S1D1H1,2040,0.005
PHLLU,ELCPHLLU,S1D1H2,2040,0.05
PHLLU,ELCPHLLU,S1D1H3,2040,0.05
PHLLU,ELCPHLLU,S1D1H4,2040,0.07
PHLLU,ELCPHLLU,S1D1H5,2040,0.05
PHLLU,ELCPHLLU,S1D1H6,2040,0.025
PHLLU,ELCPHLLU,S1D2H1,2040,0.005
PHLLU,ELCPHLLU,S1D2H2,2040,0.05
PHLLU,ELCPHLLU,S1D2H3,2040,0.05
PHLLU,ELCPHLLU,S1D2H4,2040,0.07
PHLLU,ELCPHLLU,S1D2H5,2040,0.05
PHLLU,ELCPHLLU,S1D2H6,2040,0.025
PHLLU,ELCPHLLU,S2D1H1,2040,0.005
PHLLU,ELCPHLLU,S2D1H2,2040,0.05
PHLLU,ELCPHLLU,S2D1H3,2040,0.05
PHLLU,ELCPHLLU,S2D1H4,2040,0.07
PHLLU,ELCPHLLU,S2D1H5,2040,0.05
PHLLU,ELCPHLLU,S2D1H6,2040,0.025
PHLLU,ELCPHLLU,S2D2H1,2040,0.005
PHLLU,ELCPHLLU,S2D2H2,2040,0.05
PHLLU,ELCPHLLU,S2D2H3,2040,0.05
PHLLU,ELCPHLLU,S2D2H4,2040,0.07
PHLLU,ELCPHLLU,S2D2H5,2040,0.05
PHLLU,ELCPHLLU,S2D2H6,2040,0.025
PHLLU,ELCPHLLU,S1D1H1,2041,0.005
PHLLU,ELCPHLLU,S1D1H2,2041,0.05
PHLLU,ELCPHLLU,S1D1H3,2041,0.05
PHLLU,ELCPHLLU,S1D1H4,2041,0.07
PHLLU,ELCPHLLU,S1D1H5,2041,0.05
PHLLU,ELCPHLLU,S1D1H6,2041,0.025
PHLLU,ELCPHLLU,S1D2H1,2041,0.005
PHLLU,ELCPHLLU,S1D2H2,2041,0.05
PHLLU,ELCPHLLU,S1D2H3,2041,0.05
PHLLU,ELCPHLLU,S1D2H4,2041,0.07
PHLLU,ELCPHLLU,S1D2H5,2041,0.05
PHLLU,ELCPHLLU,S1D2H6,2041,0.025
PHLLU,ELCPHLLU,S2D1H1,2041,0.005
PHLLU,ELCPHLLU,S2D1H2,2041,0.05
PHLLU,ELCPHLLU,S2D1H3,2041,0.05
PHLLU,ELCPHLLU,S2D1H4,2041,0.07
PHLLU,ELCPHLLU,S2D1H5,2041,0.05
PHLLU,ELCPHLLU,S2D1H6,2041,0.025
PHLLU,ELCPHLLU,S2D2H1,2041,0.005
PHLLU,ELCPHLLU,S2D2H2,2041,0.05
PHLLU,ELCPHLLU,S2D2H3,2041,0.05
PHLLU,ELCPHLLU,S2D2H4,2041,0.07
PHLLU,ELCPHLLU,S2D2H5,2041,0.05
PHLLU,ELCPHLLU,S2D2H6,2041,0.025
PHLLU,ELCPHLLU,S1D1H1,2042,0.005
PHLLU,ELCPHLLU,S1D1H2,2042,0.05
PHLLU,ELCPHLLU,S1D1H3,2042,0.05
PHLLU,ELCPHLLU,S1D1H4,2042,0.07
PHLLU,ELCPHLLU,S1D1H5,2042,0.05
PHLLU,ELCPHLLU,S1D1H6,2042,0.025
PHLLU,ELCPHLLU,S1D2H1,2042,0.005
PHLLU,ELCPHLLU,S1D2H2,2042,0.05
PHLLU,ELCPHLLU,S1D2H3,2042,0.05
PHLLU,ELCPHLLU,S1D2H4,2042,0.07
PHLLU,ELCPHLLU,S1D2H5,2042,0.05
PHLLU,ELCPHLLU,S1D2H6,2042,0.025
PHLLU,ELCPHLLU,S2D1H1,2042,0.005
PHLLU,ELCPHLLU,S2D1H2,2042,0.05
PHLLU,ELCPHLLU,S2D1H3,2042,0.05
PHLLU,ELCPHLLU,S2D1H4,2042,0.07
PHLLU,ELCPHLLU,S2D1H5,2042,0.05
PHLLU,ELCPHLLU,S2D1H6,2042,0.025
PHLLU,ELCPHLLU,S2D2H1,2042,0.005
PHLLU,ELCPHLLU,S2D2H2,2042,0.05
PHLLU,ELCPHLLU,S2D2H3,2042,0.05
PHLLU,ELCPHLLU,S2D2H4,2042,0.07
PHLLU,ELCPHLLU,S2D2H5,2042,0.05
PHLLU,ELCPHLLU,S2D2H6,2042,0.025
PHLLU,ELCPHLLU,S1D1H1,2043,0.005
PHLLU,ELCPHLLU,S1D1H2,2043,0.05
PHLLU,ELCPHLLU,S1D1H3,2043,0.05
PHLLU,ELCPHLLU,S1D1H4,2043,0.07
PHLLU,ELCPHLLU,S1D1H5,2043,0.05
PHLLU,ELCPHLLU,S1D1H6,2043,0.025
PHLLU,ELCPHLLU,S1D2H1,2043,0.005
PHLLU,ELCPHLLU,S1D2H2,2043,0.05
PHLLU,ELCPHLLU,S1D2H3,2043,0.05
PHLLU,ELCPHLLU,S1D2H4,2043,0.07
PHLLU,ELCPHLLU,S1D2H5,2043,0.05
PHLLU,ELCPHLLU,S1D2H6,2043,0.025
PHLLU,ELCPHLLU,S2D1H1,2043,0.005
PHLLU,ELCPHLLU,S2D1H2,2043,0.05
PHLLU,ELCPHLLU,S2D1H3,2043,0.05
PHLLU,ELCPHLLU,S2D1H4,2043,0.07
PHLLU,ELCPHLLU,S2D1H5,2043,0.05
PHLLU,ELCPHLLU,S2D1H6,2043,0.025
PHLLU,ELCPHLLU,S2D2H1,2043,0.005
PHLLU,ELCPHLLU,S2D2H2,2043,0.05
PHLLU,ELCPHLLU,S2D2H3,2043,0.05
PHLLU,ELCPHLLU,S2D2H4,2043,0.07
PHLLU,ELCPHLLU,S2D2H5,2043,0.05
PHLLU,ELCPHLLU,S2D2H6,2043,0.025
PHLLU,ELCPHLLU,S1D1H1,2044,0.005
PHLLU,ELCPHLLU,S1D1H2,2044,0.05
PHLLU,ELCPHLLU,S1D1H3,2044,0.05
PHLLU,ELCPHLLU,S1D1H4,2044,0.07
PHLLU,ELCPHLLU,S1D1H5,2044,0.05
PHLLU,ELCPHLLU,S1D1H6,2044,0.025
PHLLU,ELCPHLLU,S1D2H1,2044,0.005
PHLLU,ELCPHLLU,S1D2H2,2044,0.05
PHLLU,ELCPHLLU,S1D2H3,2044,0.05
PHLLU,ELCPHLLU,S1D2H4,2044,0.07
PHLLU,ELCPHLLU,S1D2H5,2044,0.05
PHLLU,ELCPHLLU,S1D2H6,2044,0.025
PHLLU,ELCPHLLU,S2D1H1,2044,0.005
PHLLU,ELCPHLLU,S2D1H2,2044,0.05
PHLLU,ELCPHLLU,S2D1H3,2044,0.05
PHLLU,ELCPHLLU,S2D1H4,2044,0.07
PHLLU,ELCPHLLU,S2D1H5,2044,0.05
PHLLU,ELCPHLLU,S2D1H6,2044,0.025
PHLLU,ELCPHLLU,S2D2H1,2044,0.005
PHLLU,ELCPHLLU,S2D2H2,2044,0.05
PHLLU,ELCPHLLU,S2D2H3,2044,0.05
PHLLU,ELCPHLLU,S2D2H4,2044,0.07
PHLLU,ELCPHLLU,S2D2H5,2044,0.05
PHLLU,ELCPHLLU,S2D2H6,2044,0.025
PHLLU,ELCPHLLU,S1D1H1,2045,0.005
PHLLU,ELCPHLLU,S1D1H2,2045,0.05
PHLLU,ELCPHLLU,S1D1H3,2045,0.05
PHLLU,ELCPHLLU,S1D1H4,2045,0.07
PHLLU,ELCPHLLU,S1D1H5,2045,0.05
PHLLU,ELCPHLLU,S1D1H6,2045,0.025
PHLLU,ELCPHLLU,S1D2H1,2045,0.005
PHLLU,ELCPHLLU,S1D2H2,2045,0.05
PHLLU,ELCPHLLU,S1D2H3,2045,0.05
PHLLU,ELCPHLLU,S1D2H4,2045,0.07
PHLLU,ELCPHLLU,S1D2H5,2045,0.05
PHLLU,ELCPHLLU,S1D2H6,2045,0.025
PHLLU,ELCPHLLU,S2D1H1,2045,0.005
PHLLU,ELCPHLLU,S2D1H2,2045,0.05
PHLLU,ELCPHLLU,S2D1H3,2045,0.05
PHLLU,ELCPHLLU,S2D1H4,2045,0.07
PHLLU,ELCPHLLU,S2D1H5,2045,0.05
PHLLU,ELCPHLLU,S2D1H6,2045,0.025
PHLLU,ELCPHLLU,S2D2H1,2045,0.005
PHLLU,ELCPHLLU,S2D2H2,2045,0.05
PHLLU,ELCPHLLU,S2D2H3,2045,0.05
PHLLU,ELCPHLLU,S2D2H4,2045,0.07
PHLLU,ELCPHLLU,S2D2H5,2045,0.05
PHLLU,ELCPHLLU,S2D2H6,2045,0.025
PHLLU,ELCPHLLU,S1D1H1,2046,0.005
PHLLU,ELCPHLLU,S1D1H2,2046,0.05
PHLLU,ELCPHLLU,S1D1H3,2046,0.05
PHLLU,ELCPHLLU,S1D1H4,2046,0.07
PHLLU,ELCPHLLU,S1D1H5,2046,0.05
PHLLU,ELCPHLLU,S1D1H6,2046,0.025
PHLLU,ELCPHLLU,S1D2H1,2046,0.005
PHLLU,ELCPHLLU,S1D2H2,2046,0.05
PHLLU,ELCPHLLU,S1D2H3,2046,0.05
PHLLU,ELCPHLLU,S1D2H4,2046,0.07
PHLLU,ELCPHLLU,S1D2H5,2046,0.05
PHLLU,ELCPHLLU,S1D2H6,2046,0.025
PHLLU,ELCPHLLU,S2D1H1,2046,0.005
PHLLU,ELCPHLLU,S2D1H2,2046,0.05
PHLLU,ELCPHLLU,S2D1H3,2046,0.05
PHLLU,ELCPHLLU,S2D1H4,2046,0.07
PHLLU,ELCPHLLU,S2D1H5,2046,0.05
PHLLU,ELCPHLLU,S2D1H6,2046,0.025
PHLLU,ELCPHLLU,S2D2H1,2046,0.005
PHLLU,ELCPHLLU,S2D2H2,2046,0.05
PHLLU,ELCPHLLU,S2D2H3,2046,0.05
PHLLU,ELCPHLLU,S2D2H4,2046,0.07
PHLLU,ELCPHLLU,S2D2H5,2046,0.05
PHLLU,ELCPHLLU,S2D2H6,2046,0.025
PHLLU,ELCPHLLU,S1D1H1,2047,0.005
PHLLU,ELCPHLLU,S1D1H2,2047,0.05
PHLLU,ELCPHLLU,S1D1H3,2047,0.05
PHLLU,ELCPHLLU,S1D1H4,2047,0.07
PHLLU,ELCPHLLU,S1D1H5,2047,0.05
PHLLU,ELCPHLLU,S1D1H6,2047,0.025
PHLLU,ELCPHLLU,S1D2H1,2047,0.005
PHLLU,ELCPHLLU,S1D2H2,2047,0.05
PHLLU,ELCPHLLU,S1D2H3,2047,0.05
PHLLU,ELCPHLLU,S1D2H4,2047,0.07
PHLLU,ELCPHLLU,S1D2H5,2047,0.05
PHLLU,ELCPHLLU,S1D2H6,2047,0.025
PHLLU,ELCPHLLU,S2D1H1,2047,0.005
PHLLU,ELCPHLLU,S2D1H2,2047,0.05
PHLLU,ELCPHLLU,S2D1H3,2047,0.05
PHLLU,ELCPHLLU,S2D1H4,2047,0.07
PHLLU,ELCPHLLU,S2D1H5,2047,0.05
PHLLU,ELCPHLLU,S2D1H6,2047,0.025
PHLLU,ELCPHLLU,S2D2H1,2047,0.005
PHLLU,ELCPHLLU,S2D2H2,2047,0.05
PHLLU,ELCPHLLU,S2D2H3,2047,0.05
PHLLU,ELCPHLLU,S2D2H4,2047,0.07
PHLLU,ELCPHLLU,S2D2H5,2047,0.05
PHLLU,ELCPHLLU,S2D2H6,2047,0.025
PHLLU,ELCPHLLU,S1D1H1,2048,0.005
PHLLU,ELCPHLLU,S1D1H2,2048,0.05
PHLLU,ELCPHLLU,S1D1H3,2048,0.05
PHLLU,ELCPHLLU,S1D1H4,2048,0.07
PHLLU,ELCPHLLU,S1D1H5,2048,0.05
PHLLU,ELCPHLLU,S1D1H6,2048,0.025
PHLLU,ELCPHLLU,S1D2H1,2048,0.005
PHLLU,ELCPHLLU,S1D2H2,2048,0.05
PHLLU,ELCPHLLU,S1D2H3,2048,0.05
PHLLU,ELCPHLLU,S1D2H4,2048,0.07
PHLLU,ELCPHLLU,S1D2H5,2048,0.05
PHLLU,ELCPHLLU,S1D2H6,2048,0.025
PHLLU,ELCPHLLU,S2D1H1,2048,0.005
PHLLU,ELCPHLLU,S2D1H2,2048,0.05
PHLLU,ELCPHLLU,S2D1H3,2048,0.05
PHLLU,ELCPHLLU,S2D1H4,2048,0.07
PHLLU,ELCPHLLU,S2D1H5,2048,0.05
PHLLU,ELCPHLLU,S2D1H6,2048,0.025
PHLLU,ELCPHLLU,S2D2H1,2048,0.005
PHLLU,ELCPHLLU,S2D2H2,2048,0.05
PHLLU,ELCPHLLU,S2D2H3,2048,0.05
PHLLU,ELCPHLLU,S2D2H4,2048,0.07
PHLLU,ELCPHLLU,S2D2H5,2048,0.05
PHLLU,ELCPHLLU,S2D2H6,2048,0.025
PHLLU,ELCPHLLU,S1D1H1,2049,0.005
PHLLU,ELCPHLLU,S1D1H2,2049,0.05
PHLLU,ELCPHLLU,S1D1H3,2049,0.05
PHLLU,ELCPHLLU,S1D1H4,2049,0.07
PHLLU,ELCPHLLU,S1D1H5,2049,0.05
PHLLU,ELCPHLLU,S1D1H6,2049,0.025
PHLLU,ELCPHLLU,S1D2H1,2049,0.005
PHLLU,ELCPHLLU,S1D2H2,2049,0.05
PHLLU,ELCPHLLU,S1D2H3,2049,0.05
PHLLU,ELCPHLLU,S1D2H4,2049,0.07
PHLLU,ELCPHLLU,S1D2H5,2049,0.05
PHLLU,ELCPHLLU,S1D2H6,2049,0.025
PHLLU,ELCPHLLU,S2D1H1,2049,0.005
PHLLU,ELCPHLLU,S2D1H2,2049,0.05
PHLLU,ELCPHLLU,S2D1H3,2049,0.05
PHLLU,ELCPHLLU,S2D1H4,2049,0.07
PHLLU,ELCPHLLU,S2D1H5,2049,0.05
PHLLU,ELCPHLLU,S2D1H6,2049,0.025
PHLLU,ELCPHLLU,S2D2H1,2049,0.005
PHLLU,ELCPHLLU,S2D2H2,2049,0.05
PHLLU,ELCPHLLU,S2D2H3,2049,0.05
PHLLU,ELCPHLLU,S2D2H4,2049,0.07
PHLLU,ELCPHLLU,S2D2H5,2049,0.05
PHLLU,ELCPHLLU,S2D2H6,2049,0.025
PHLLU,ELCPHLLU,S1D1H1,2050,0.005
PHLLU,ELCPHLLU,S1D1H2,2050,0.05
PHLLU,ELCPHLLU,S1D1H3,2050,0.05
PHLLU,ELCPHLLU,S1D1H4,2050,0.07
PHLLU,ELCPHLLU,S1D1H5,2050,0.05
PHLLU,ELCPHLLU,S1D1H6,2050,0.025
PHLLU,ELCPHLLU,S1D2H1,2050,0.005
PHLLU,ELCPHLLU,S1D2H2,2050,0.05
PHLLU,ELCPHLLU,S1D2H3,2050,0.05
PHLLU,ELCPHLLU,S1D2H4,2050,0.07
PHLLU,ELCPHLLU,S1D2H5,2050,0.05
PHLLU,ELCPHLLU,S1D2H6,2050,0.025
PHLLU,ELCPHLLU,S2D1H1,2050,0.005
PHLLU,ELCPHLLU,S2D1H2,2050,0.05
PHLLU,ELCPHLLU,S2D1H3,2050,0.05
PHLLU,ELCPHLLU,S2D1H4,2050,0.07
PHLLU,ELCPHLLU,S2D1H5,2050,0.05
PHLLU,ELCPHLLU,S2D1H6,2050,0.025
PHLLU,ELCPHLLU,S2D2H1,2050,0.005
PHLLU,ELCPHLLU,S2D2H2,2050,0.05
PHLLU,ELCPHLLU,S2D2H3,2050,0.05
PHLLU,ELCPHLLU,S2D2H4,2050,0.07
PHLLU,ELCPHLLU,S2D2H5,2050,0.05
PHLLU,ELCPHLLU,S2D2H6,2050,0.025
PHLLU,ELCREPHLLU,S1D1H1,2020,0.005
PHLLU,ELCREPHLLU,S1D1H2,2020,0.05
PHLLU,ELCREPHLLU,S1D1H3,2020,0.05
PHLLU,ELCREPHLLU,S1D1H4,2020,0.07
PHLLU,ELCREPHLLU,S1D1H5,2020,0.05
PHLLU,ELCREPHLLU,S1D1H6,2020,0.025
PHLLU,ELCREPHLLU,S1D2H1,2020,0.005
PHLLU,ELCREPHLLU,S1D2H2,2020,0.05
PHLLU,ELCREPHLLU,S1D2H3,2020,0.05
PHLLU,ELCREPHLLU,S1D2H4,2020,0.07
PHLLU,ELCREPHLLU,S1D2H5,2020,0.05
PHLLU,ELCREPHLLU,S1D2H6,2020,0.025
PHLLU,ELCREPHLLU,S2D1H1,2020,0.005
PHLLU,ELCREPHLLU,S2D1H2,2020,0.05
PHLLU,ELCREPHLLU,S2D1H3,2020,0.05
PHLLU,ELCREPHLLU,S2D1H4,2020,0.07
PHLLU,ELCREPHLLU,S2D1H5,2020,0.05
PHLLU,ELCREPHLLU,S2D1H6,2020,0.025
PHLLU,ELCREPHLLU,S2D2H1,2020,0.005
PHLLU,ELCREPHLLU,S2D2H2,2020,0.05
PHLLU,ELCREPHLLU,S2D2H3,2020,0.05
PHLLU,ELCREPHLLU,S2D2H4,2020,0.07
PHLLU,ELCREPHLLU,S2D2H5,2020,0.05
PHLLU,ELCREPHLLU,S2D2H6,2020,0.025
PHLLU,ELCREPHLLU,S1D1H1,2021,0.005
PHLLU,ELCREPHLLU,S1D1H2,2021,0.05
PHLLU,ELCREPHLLU,S1D1H3,2021,0.05
PHLLU,ELCREPHLLU,S1D1H4,2021,0.07
PHLLU,ELCREPHLLU,S1D1H5,2021,0.05
PHLLU,ELCREPHLLU,S1D1H6,2021,0.025
PHLLU,ELCREPHLLU,S1D2H1,2021,0.005
PHLLU,ELCREPHLLU,S1D2H2,2021,0.05
PHLLU,ELCREPHLLU,S1D2H3,2021,0.05
PHLLU,ELCREPHLLU,S1D2H4,2021,0.07
PHLLU,ELCREPHLLU,S1D2H5,2021,0.05
PHLLU,ELCREPHLLU,S1D2H6,2021,0.025
PHLLU,ELCREPHLLU,S2D1H1,2021,0.005
PHLLU,ELCREPHLLU,S2D1H2,2021,0.05
PHLLU,ELCREPHLLU,S2D1H3,2021,0.05
PHLLU,ELCREPHLLU,S2D1H4,2021,0.07
PHLLU,ELCREPHLLU,S2D1H5,2021,0.05
PHLLU,ELCREPHLLU,S2D1H6,2021,0.025
PHLLU,ELCREPHLLU,S2D2H1,2021,0.005
PHLLU,ELCREPHLLU,S2D2H2,2021,0.05
PHLLU,ELCREPHLLU,S2D2H3,2021,0.05
PHLLU,ELCREPHLLU,S2D2H4,2021,0.07
PHLLU,ELCREPHLLU,S2D2H5,2021,0.05
PHLLU,ELCREPHLLU,S2D2H6,2021,0.025
PHLLU,ELCREPHLLU,S1D1H1,2022,0.005
PHLLU,ELCREPHLLU,S1D1H2,2022,0.05
PHLLU,ELCREPHLLU,S1D1H3,2022,0.05
PHLLU,ELCREPHLLU,S1D1H4,2022,0.07
PHLLU,ELCREPHLLU,S1D1H5,2022,0.05
PHLLU,ELCREPHLLU,S1D1H6,2022,0.025
PHLLU,ELCREPHLLU,S1D2H1,2022,0.005
PHLLU,ELCREPHLLU,S1D2H2,2022,0.05
PHLLU,ELCREPHLLU,S1D2H3,2022,0.05
PHLLU,ELCREPHLLU,S1D2H4,2022,0.07
PHLLU,ELCREPHLLU,S1D2H5,2022,0.05
PHLLU,ELCREPHLLU,S1D2H6,2022,0.025
PHLLU,ELCREPHLLU,S2D1H1,2022,0.005
PHLLU,ELCREPHLLU,S2D1H2,2022,0.05
PHLLU,ELCREPHLLU,S2D1H3,2022,0.05
PHLLU,ELCREPHLLU,S2D1H4,2022,0.07
PHLLU,ELCREPHLLU,S2D1H5,2022,0.05
PHLLU,ELCREPHLLU,S2D1H6,2022,0.025
PHLLU,ELCREPHLLU,S2D2H1,2022,0.005
PHLLU,ELCREPHLLU,S2D2H2,2022,0.05
PHLLU,ELCREPHLLU,S2D2H3,2022,0.05
PHLLU,ELCREPHLLU,S2D2H4,2022,0.07
PHLLU,ELCREPHLLU,S2D2H5,2022,0.05
PHLLU,ELCREPHLLU,S2D2H6,2022,0.025
PHLLU,ELCREPHLLU,S1D1H1,2023,0.005
PHLLU,ELCREPHLLU,S1D1H2,2023,0.05
PHLLU,ELCREPHLLU,S1D1H3,2023,0.05
PHLLU,ELCREPHLLU,S1D1H4,2023,0.07
PHLLU,ELCREPHLLU,S1D1H5,2023,0.05
PHLLU,ELCREPHLLU,S1D1H6,2023,0.025
PHLLU,ELCREPHLLU,S1D2H1,2023,0.005
PHLLU,ELCREPHLLU,S1D2H2,2023,0.05
PHLLU,ELCREPHLLU,S1D2H3,2023,0.05
PHLLU,ELCREPHLLU,S1D2H4,2023,0.07
PHLLU,ELCREPHLLU,S1D2H5,2023,0.05
PHLLU,ELCREPHLLU,S1D2H6,2023,0.025
PHLLU,ELCREPHLLU,S2D1H1,2023,0.005
PHLLU,ELCREPHLLU,S2D1H2,2023,0.05
PHLLU,ELCREPHLLU,S2D1H3,2023,0.05
PHLLU,ELCREPHLLU,S2D1H4,2023,0.07
PHLLU,ELCREPHLLU,S2D1H5,2023,0.05
PHLLU,ELCREPHLLU,S2D1H6,2023,0.025
PHLLU,ELCREPHLLU,S2D2H1,2023,0.005
PHLLU,ELCREPHLLU,S2D2H2,2023,0.05
PHLLU,ELCREPHLLU,S2D2H3,2023,0.05
PHLLU,ELCREPHLLU,S2D2H4,2023,0.07
PHLLU,ELCREPHLLU,S2D2H5,2023,0.05
PHLLU,ELCREPHLLU,S2D2H6,2023,0.025
PHLLU,ELCREPHLLU,S1D1H1,2024,0.005
PHLLU,ELCREPHLLU,S1D1H2,2024,0.05
PHLLU,ELCREPHLLU,S1D1H3,2024,0.05
PHLLU,ELCREPHLLU,S1D1H4,2024,0.07
PHLLU,ELCREPHLLU,S1D1H5,2024,0.05
PHLLU,ELCREPHLLU,S1D1H6,2024,0.025
PHLLU,ELCREPHLLU,S1D2H1,2024,0.005
PHLLU,ELCREPHLLU,S1D2H2,2024,0.05
PHLLU,ELCREPHLLU,S1D2H3,2024,0.05
PHLLU,ELCREPHLLU,S1D2H4,2024,0.07
PHLLU,ELCREPHLLU,S1D2H5,2024,0.05
PHLLU,ELCREPHLLU,S1D2H6,2024,0.025
PHLLU,ELCREPHLLU,S2D1H1,2024,0.005
PHLLU,ELCREPHLLU,S2D1H2,2024,0.05
PHLLU,ELCREPHLLU,S2D1H3,2024,0.05
PHLLU,ELCREPHLLU,S2D1H4,2024,0.07
PHLLU,ELCREPHLLU,S2D1H5,2024,0.05
PHLLU,ELCREPHLLU,S2D1H6,2024,0.025
PHLLU,ELCREPHLLU,S2D2H1,2024,0.005
PHLLU,ELCREPHLLU,S2D2H2,2024,0.05
PHLLU,ELCREPHLLU,S2D2H3,2024,0.05
PHLLU,ELCREPHLLU,S2D2H4,2024,0.07
PHLLU,ELCREPHLLU,S2D2H5,2024,0.05
PHLLU,ELCREPHLLU,S2D2H6,2024,0.025
PHLLU,ELCREPHLLU,S1D1H1,2025,0.005
PHLLU,ELCREPHLLU,S1D1H2,2025,0.05
PHLLU,ELCREPHLLU,S1D1H3,2025,0.05
PHLLU,ELCREPHLLU,S1D1H4,2025,0.07
PHLLU,ELCREPHLLU,S1D1H5,2025,0.05
PHLLU,ELCREPHLLU,S1D1H6,2025,0.025
PHLLU,ELCREPHLLU,S1D2H1,2025,0.005
PHLLU,ELCREPHLLU,S1D2H2,2025,0.05
PHLLU,ELCREPHLLU,S1D2H3,2025,0.05
PHLLU,ELCREPHLLU,S1D2H4,2025,0.07
PHLLU,ELCREPHLLU,S1D2H5,2025,0.05
PHLLU,ELCREPHLLU,S1D2H6,2025,0.025
PHLLU,ELCREPHLLU,S2D1H1,2025,0.005
PHLLU,ELCREPHLLU,S2D1H2,2025,0.05
PHLLU,ELCREPHLLU,S2D1H3,2025,0.05
PHLLU,ELCREPHLLU,S2D1H4,2025,0.07
PHLLU,ELCREPHLLU,S2D1H5,2025,0.05
PHLLU,ELCREPHLLU,S2D1H6,2025,0.025
PHLLU,ELCREPHLLU,S2D2H1,2025,0.005
PHLLU,ELCREPHLLU,S2D2H2,2025,0.05
PHLLU,ELCREPHLLU,S2D2H3,2025,0.05
PHLLU,ELCREPHLLU,S2D2H4,2025,0.07
PHLLU,ELCREPHLLU,S2D2H5,2025,0.05
PHLLU,ELCREPHLLU,S2D2H6,2025,0.025
PHLLU,ELCREPHLLU,S1D1H1,2026,0.005
PHLLU,ELCREPHLLU,S1D1H2,2026,0.05
PHLLU,ELCREPHLLU,S1D1H3,2026,0.05
PHLLU,ELCREPHLLU,S1D1H4,2026,0.07
PHLLU,ELCREPHLLU,S1D1H5,2026,0.05
PHLLU,ELCREPHLLU,S1D1H6,2026,0.025
PHLLU,ELCREPHLLU,S1D2H1,2026,0.005
PHLLU,ELCREPHLLU,S1D2H2,2026,0.05
PHLLU,ELCREPHLLU,S1D2H3,2026,0.05
PHLLU,ELCREPHLLU,S1D2H4,2026,0.07
PHLLU,ELCREPHLLU,S1D2H5,2026,0.05
PHLLU,ELCREPHLLU,S1D2H6,2026,0.025
PHLLU,ELCREPHLLU,S2D1H1,2026,0.005
PHLLU,ELCREPHLLU,S2D1H2,2026,0.05
PHLLU,ELCREPHLLU,S2D1H3,2026,0.05
PHLLU,ELCREPHLLU,S2D1H4,2026,0.07
PHLLU,ELCREPHLLU,S2D1H5,2026,0.05
PHLLU,ELCREPHLLU,S2D1H6,2026,0.025
PHLLU,ELCREPHLLU,S2D2H1,2026,0.005
PHLLU,ELCREPHLLU,S2D2H2,2026,0.05
PHLLU,ELCREPHLLU,S2D2H3,2026,0.05
PHLLU,ELCREPHLLU,S2D2H4,2026,0.07
PHLLU,ELCREPHLLU,S2D2H5,2026,0.05
PHLLU,ELCREPHLLU,S2D2H6,2026,0.025
PHLLU,ELCREPHLLU,S1D1H1,2027,0.005
PHLLU,ELCREPHLLU,S1D1H2,2027,0.05
PHLLU,ELCREPHLLU,S1D1H3,2027,0.05
PHLLU,ELCREPHLLU,S1D1H4,2027,0.07
PHLLU,ELCREPHLLU,S1D1H5,2027,0.05
PHLLU,ELCREPHLLU,S1D1H6,2027,0.025
PHLLU,ELCREPHLLU,S1D2H1,2027,0.005
PHLLU,ELCREPHLLU,S1D2H2,2027,0.05
PHLLU,ELCREPHLLU,S1D2H3,2027,0.05
PHLLU,ELCREPHLLU,S1D2H4,2027,0.07
PHLLU,ELCREPHLLU,S1D2H5,2027,0.05
PHLLU,ELCREPHLLU,S1D2H6,2027,0.025
PHLLU,ELCREPHLLU,S2D1H1,2027,0.005
PHLLU,ELCREPHLLU,S2D1H2,2027,0.05
PHLLU,ELCREPHLLU,S2D1H3,2027,0.05
PHLLU,ELCREPHLLU,S2D1H4,2027,0.07
PHLLU,ELCREPHLLU,S2D1H5,2027,0.05
PHLLU,ELCREPHLLU,S2D1H6,2027,0.025
PHLLU,ELCREPHLLU,S2D2H1,2027,0.005
PHLLU,ELCREPHLLU,S2D2H2,2027,0.05
PHLLU,ELCREPHLLU,S2D2H3,2027,0.05
PHLLU,ELCREPHLLU,S2D2H4,2027,0.07
PHLLU,ELCREPHLLU,S2D2H5,2027,0.05
PHLLU,ELCREPHLLU,S2D2H6,2027,0.025
PHLLU,ELCREPHLLU,S1D1H1,2028,0.005
PHLLU,ELCREPHLLU,S1D1H2,2028,0.05
PHLLU,ELCREPHLLU,S1D1H3,2028,0.05
PHLLU,ELCREPHLLU,S1D1H4,2028,0.07
PHLLU,ELCREPHLLU,S1D1H5,2028,0.05
PHLLU,ELCREPHLLU,S1D1H6,2028,0.025
PHLLU,ELCREPHLLU,S1D2H1,2028,0.005
PHLLU,ELCREPHLLU,S1D2H2,2028,0.05
PHLLU,ELCREPHLLU,S1D2H3,2028,0.05
PHLLU,ELCREPHLLU,S1D2H4,2028,0.07
PHLLU,ELCREPHLLU,S1D2H5,2028,0.05
PHLLU,ELCREPHLLU,S1D2H6,2028,0.025
PHLLU,ELCREPHLLU,S2D1H1,2028,0.005
PHLLU,ELCREPHLLU,S2D1H2,2028,0.05
PHLLU,ELCREPHLLU,S2D1H3,2028,0.05
PHLLU,ELCREPHLLU,S2D1H4,2028,0.07
PHLLU,ELCREPHLLU,S2D1H5,2028,0.05
PHLLU,ELCREPHLLU,S2D1H6,2028,0.025
